id,title,published,last_modified,cvss_score,severity,cvss_version,url,source_identifier,status
CVE-2025-10215,CVE-2025-10215 - DLL search path hijacking vulnerability,2025-09-10T12:15:32.863000Z,2025-09-11T17:14:10.147000Z,7.0,HIGH,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-10215,cve-coordination@incibe.es,Awaiting Analysis
CVE-2025-10214,CVE-2025-10214 - DLL search path hijacking vulnerability,2025-09-10T12:15:32.690000Z,2025-09-11T17:14:10.147000Z,7.0,HIGH,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-10214,cve-coordination@incibe.es,Awaiting Analysis
CVE-2025-10213,CVE-2025-10213 - DLL search path hijacking vulnerability,2025-09-10T12:15:31.250000Z,2025-09-11T17:14:10.147000Z,7.0,HIGH,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-10213,cve-coordination@incibe.es,Awaiting Analysis
CVE-2025-36759,CVE-2025-36759 - Sensitive Information Disclosure in SolaX Cloud,2025-09-10T09:15:32.467000Z,2025-09-11T17:14:10.147000Z,8.7,HIGH,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-36759,csirt@divd.nl,Awaiting Analysis
CVE-2025-36758,CVE-2025-36758 - Bypass of bruteforce protection in SolaX Cloud,2025-09-10T09:15:32.297000Z,2025-09-11T17:14:10.147000Z,6.3,MEDIUM,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-36758,csirt@divd.nl,Awaiting Analysis
CVE-2025-36757,CVE-2025-36757 - Bypass of administrator login screen in SolaX Cloud,2025-09-10T09:15:32.120000Z,2025-09-11T17:14:10.147000Z,6.3,MEDIUM,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-36757,csirt@divd.nl,Awaiting Analysis
CVE-2025-36756,CVE-2025-36756 - Device Takeover vulnerability in SolaX Cloud,2025-09-10T09:15:30.700000Z,2025-09-11T17:14:10.147000Z,5.8,MEDIUM,CVSS 4.0,https://cvefeed.io/vuln/detail/CVE-2025-36756,csirt@divd.nl,Awaiting Analysis
CVE-2025-9979,CVE-2025-9979 - Maspik <= 2.5.6 - Authenticated (Subscriber+) Missing Authorization to Spam Log Export,2025-09-10T07:15:47.320000Z,2025-09-11T17:14:10.147000Z,4.3,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-9979,security@wordfence.com,Awaiting Analysis
CVE-2025-9943,CVE-2025-9943 - Unauthenticated SQL Injection Vulnerability in Shibboleth Service Provider,2025-09-10T07:15:47.153000Z,2025-09-11T17:14:10.147000Z,9.1,CRITICAL,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-9943,551230f0-3615-47bd-b7cc-93e92e730bbf,Awaiting Analysis
CVE-2025-9888,CVE-2025-9888 - Maspik <= 2.5.6 - Cross-Site Request Forgery,2025-09-10T07:15:46.940000Z,2025-09-11T17:14:10.147000Z,4.3,MEDIUM,CVSS 3.1,https://cvefeed.io/vuln/detail/CVE-2025-9888,security@wordfence.com,Awaiting Analysis
