cve_id,published,last_modified,source_identifier,url,year
CVE-2001-0126,2001-03-12 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2001-0126,2001
CVE-2001-1466,2001-12-30 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2001-1466,2001
CVE-2001-1101,2001-09-08 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2001-1101,2001
CVE-2001-1192,2001-12-13 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2001-1192,2001
CVE-2001-0089,2001-02-16 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2001-0089,2001
CVE-2001-1383,2001-09-26 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2001-1383,2001
CVE-2001-0944,2001-12-02 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2001-0944,2001
CVE-2000-1097,2001-01-09 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2000-1097,2001
CVE-2001-0128,2001-03-12 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2001-0128,2001
CVE-2001-0197,2001-03-26 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2001-0197,2001
CVE-2001-1442,2001-04-21 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2001-1442,2001
CVE-2001-0186,2001-05-03 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2001-0186,2001
CVE-2001-0737,2001-10-18 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2001-0737,2001
CVE-2000-1173,2001-01-09 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2000-1173,2001
CVE-2001-1565,2001-12-31 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2001-1565,2001
CVE-2002-1214,2002-10-28 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2002-1214,2002
CVE-2002-0388,2002-06-18 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2002-0388,2002
CVE-2002-1357,2002-12-23 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2002-1357,2002
CVE-2002-0784,2002-08-12 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2002-0784,2002
CVE-2002-1076,2002-10-04 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2002-1076,2002
CVE-2002-0240,2002-05-29 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2002-0240,2002
CVE-2002-0755,2002-08-12 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2002-0755,2002
CVE-2002-2155,2002-12-31 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2002-2155,2002
CVE-2002-2351,2002-12-31 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2002-2351,2002
CVE-2002-0613,2002-06-18 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2002-0613,2002
CVE-2002-2076,2002-12-31 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2002-2076,2002
CVE-2002-1267,2002-12-11 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2002-1267,2002
CVE-2002-1925,2002-12-31 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2002-1925,2002
CVE-2002-1876,2002-12-31 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2002-1876,2002
CVE-2002-0485,2002-08-12 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2002-0485,2002
CVE-2002-0340,2002-06-25 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2002-0340,2002
CVE-2002-2259,2002-12-31 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2002-2259,2002
CVE-2002-2094,2002-12-31 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2002-2094,2002
CVE-2002-2425,2002-12-31 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2002-2425,2002
CVE-2002-0330,2002-06-25 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2002-0330,2002
CVE-2002-0930,2002-10-04 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2002-0930,2002
CVE-2002-1769,2002-12-31 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2002-1769,2002
CVE-2002-1833,2002-12-31 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2002-1833,2002
CVE-2002-0012,2002-02-13 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2002-0012,2002
CVE-2002-1636,2002-12-31 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2002-1636,2002
CVE-2002-1745,2002-12-31 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2002-1745,2002
CVE-2002-0232,2002-05-29 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2002-0232,2002
CVE-2002-0262,2002-05-29 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2002-0262,2002
CVE-2002-1763,2002-12-31 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2002-1763,2002
CVE-2002-0381,2002-06-25 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2002-0381,2002
CVE-2002-0190,2002-05-29 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2002-0190,2002
CVE-2002-1082,2002-10-04 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2002-1082,2002
CVE-2002-2044,2002-12-31 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2002-2044,2002
CVE-2002-0377,2002-05-29 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2002-0377,2002
CVE-2002-1680,2002-12-31 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2002-1680,2002
CVE-2002-2306,2002-12-31 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2002-2306,2002
CVE-2002-1039,2002-10-04 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2002-1039,2002
CVE-2002-2263,2002-12-31 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2002-2263,2002
CVE-2002-1854,2002-12-31 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2002-1854,2002
CVE-2002-0479,2002-08-12 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2002-0479,2002
CVE-2002-2051,2002-12-31 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2002-2051,2002
CVE-2002-2066,2002-12-31 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2002-2066,2002
CVE-2002-2229,2002-12-31 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2002-2229,2002
CVE-2002-1723,2002-12-31 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2002-1723,2002
CVE-2002-0879,2002-10-04 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2002-0879,2002
CVE-2002-0409,2002-07-26 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2002-0409,2002
CVE-2002-1749,2002-12-31 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2002-1749,2002
CVE-2002-0836,2002-10-28 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2002-0836,2002
CVE-2002-2105,2002-12-31 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2002-2105,2002
CVE-2002-0642,2002-07-23 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2002-0642,2002
CVE-2002-1160,2003-02-19 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2002-1160,2003
CVE-2003-1531,2003-12-31 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2003-1531,2003
CVE-2003-1165,2003-12-31 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2003-1165,2003
CVE-2003-1220,2003-12-31 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2003-1220,2003
CVE-2003-0315,2003-06-16 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2003-0315,2003
CVE-2002-1485,2003-04-02 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2002-1485,2003
CVE-2003-1054,2003-04-16 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2003-1054,2003
CVE-2003-0578,2003-08-18 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2003-0578,2003
CVE-2003-0744,2003-10-20 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2003-0744,2003
CVE-2003-0942,2003-12-15 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2003-0942,2003
CVE-2003-1396,2003-12-31 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2003-1396,2003
CVE-2003-1339,2003-12-31 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2003-1339,2003
CVE-2003-0244,2003-05-27 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2003-0244,2003
CVE-2003-0339,2003-05-22 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2003-0339,2003
CVE-2003-1515,2003-12-31 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2003-1515,2003
CVE-2002-1545,2003-03-31 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2002-1545,2003
CVE-2003-1534,2003-12-31 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2003-1534,2003
CVE-2003-0094,2003-03-03 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2003-0094,2003
CVE-2002-1535,2003-03-31 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2002-1535,2003
CVE-2003-1116,2003-12-31 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2003-1116,2003
CVE-2003-0552,2003-08-27 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2003-0552,2003
CVE-2003-0265,2003-05-27 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2003-0265,2003
CVE-2003-0453,2003-08-07 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2003-0453,2003
CVE-2003-1186,2003-10-29 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2003-1186,2003
CVE-2003-0048,2003-02-19 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2003-0048,2003
CVE-2003-1158,2003-12-31 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2003-1158,2003
CVE-2002-1459,2003-06-09 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2002-1459,2003
CVE-2003-0348,2003-07-24 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2003-0348,2003
CVE-2003-0332,2003-06-09 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2003-0332,2003
CVE-2002-1411,2003-04-11 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2002-1411,2003
CVE-2003-0520,2003-08-18 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2003-0520,2003
CVE-2003-0748,2003-10-20 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2003-0748,2003
CVE-2003-0364,2003-06-16 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2003-0364,2003
CVE-2003-0392,2003-07-02 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2003-0392,2003
CVE-2003-0360,2003-06-09 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2003-0360,2003
CVE-2003-0313,2003-06-16 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2003-0313,2003
CVE-2003-0712,2003-11-17 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2003-0712,2003
CVE-2003-0431,2003-07-24 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2003-0431,2003
CVE-2003-1370,2003-12-31 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2003-1370,2003
CVE-2003-1176,2003-12-31 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2003-1176,2003
CVE-2003-1292,2003-12-31 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2003-1292,2003
CVE-2003-0503,2003-08-07 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2003-0503,2003
CVE-2003-0795,2003-12-15 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2003-0795,2003
CVE-2003-0090,2003-12-15 05:00:00.000,2023-11-07T01:56:13.590,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2003-0090,2003
CVE-2002-1400,2003-01-17 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2002-1400,2003
CVE-2003-0862,2003-11-17 05:00:00.000,2023-11-07T01:56:23.453,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2003-0862,2003
CVE-2003-0777,2003-09-22 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2003-0777,2003
CVE-2003-0932,2003-12-15 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2003-0932,2003
CVE-2003-1081,2003-09-09 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2003-1081,2003
CVE-2002-1551,2003-03-31 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2002-1551,2003
CVE-2004-1911,2004-12-31 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2004-1911,2004
CVE-2004-0084,2004-03-03 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2004-0084,2004
CVE-2004-2211,2004-12-31 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2004-2211,2004
CVE-2004-1618,2004-10-19 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2004-1618,2004
CVE-2003-0817,2004-02-03 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2003-0817,2004
CVE-2004-2715,2004-12-31 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2004-2715,2004
CVE-2004-2386,2004-12-31 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2004-2386,2004
CVE-2004-0258,2004-11-23 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2004-0258,2004
CVE-2004-0872,2004-09-16 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2004-0872,2004
CVE-2004-2396,2004-12-31 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2004-2396,2004
CVE-2004-0305,2004-11-23 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2004-0305,2004
CVE-2004-2235,2004-12-31 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2004-2235,2004
CVE-2003-1039,2004-04-15 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2003-1039,2004
CVE-2004-1439,2004-12-31 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2004-1439,2004
CVE-2004-2416,2004-12-31 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2004-2416,2004
CVE-2004-1324,2004-12-18 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2004-1324,2004
CVE-2004-1697,2004-09-21 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2004-1697,2004
CVE-2004-1999,2004-05-05 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2004-1999,2004
CVE-2004-1655,2004-09-01 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2004-1655,2004
CVE-2004-1649,2004-08-31 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2004-1649,2004
CVE-2004-2743,2004-12-31 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2004-2743,2004
CVE-2004-0875,2004-12-23 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2004-0875,2004
CVE-2004-0504,2004-08-18 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2004-0504,2004
CVE-2004-1588,2004-12-31 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2004-1588,2004
CVE-2004-2393,2004-12-31 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2004-2393,2004
CVE-2004-2251,2004-12-31 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2004-2251,2004
CVE-2004-1515,2004-12-31 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2004-1515,2004
CVE-2004-0741,2004-07-27 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2004-0741,2004
CVE-2004-2308,2004-12-31 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2004-2308,2004
CVE-2004-1485,2004-12-31 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2004-1485,2004
CVE-2004-2749,2004-12-31 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2004-2749,2004
CVE-2004-1704,2004-07-30 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2004-1704,2004
CVE-2004-0749,2004-12-23 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2004-0749,2004
CVE-2003-1023,2004-01-20 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2003-1023,2004
CVE-2004-1142,2004-12-15 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2004-1142,2004
CVE-2003-1009,2004-03-29 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2003-1009,2004
CVE-2004-1296,2004-12-31 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2004-1296,2004
CVE-2004-0040,2004-03-03 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2004-0040,2004
CVE-2004-1652,2004-08-31 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2004-1652,2004
CVE-2004-0267,2004-11-23 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2004-0267,2004
CVE-2004-0997,2004-12-31 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2004-0997,2004
CVE-2004-1952,2004-04-23 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2004-1952,2004
CVE-2004-2552,2004-12-31 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2004-2552,2004
CVE-2004-0654,2004-08-06 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2004-0654,2004
CVE-2004-0522,2004-08-06 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2004-0522,2004
CVE-2004-0154,2004-06-14 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2004-0154,2004
CVE-2004-1957,2004-04-21 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2004-1957,2004
CVE-2003-1044,2004-08-18 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2003-1044,2004
CVE-2004-0709,2004-07-27 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2004-0709,2004
CVE-2004-1326,2004-12-20 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2004-1326,2004
CVE-2005-0621,2005-05-02 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2005-0621,2005
CVE-2005-2902,2005-09-14 20:03:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2005-2902,2005
CVE-2005-1604,2005-05-16 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2005-1604,2005
CVE-2005-0071,2005-05-02 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2005-0071,2005
CVE-2005-3181,2005-10-12 13:04:00.000,2025-04-03T01:03:51.193,secalert@redhat.com,https://cvefeed.io/vuln/detail/CVE-2005-3181,2005
CVE-2005-0714,2005-05-02 04:00:00.000,2023-11-07T01:57:18.610,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2005-0714,2005
CVE-2005-1406,2005-05-06 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2005-1406,2005
CVE-2004-0963,2005-02-09 05:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2004-0963,2005
CVE-2005-3142,2005-10-05 21:02:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2005-3142,2005
CVE-2005-3993,2005-12-05 00:03:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2005-3993,2005
CVE-2005-2200,2005-07-11 04:00:00.000,2025-04-03T01:03:51.193,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2005-2200,2005
