cve_id,published,last_modified,source_identifier,url,cve_year
CVE-2020-2730,2020-01-15T17:15:28.927,2024-11-21T05:26:06.637,secalert_us@oracle.com,https://cvefeed.io/vuln/detail/CVE-2020-2730,2020
CVE-2020-2731,2020-01-15T17:15:28.990,2024-11-21T05:26:06.780,secalert_us@oracle.com,https://cvefeed.io/vuln/detail/CVE-2020-2731,2020
CVE-2020-1929,2020-01-15T19:15:13.923,2024-11-21T05:11:37.907,security@apache.org,https://cvefeed.io/vuln/detail/CVE-2020-1929,2020
CVE-2020-3941,2020-01-15T20:15:25.180,2024-11-21T05:32:00.317,security@vmware.com,https://cvefeed.io/vuln/detail/CVE-2020-3941,2020
CVE-2020-7044,2020-01-16T04:15:11.413,2024-11-21T05:36:32.933,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7044,2020
CVE-2020-7045,2020-01-16T04:15:11.493,2024-11-21T05:36:33.123,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7045,2020
CVE-2020-7105,2020-01-16T04:15:11.617,2024-11-21T05:36:38.203,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7105,2020
CVE-2020-7106,2020-01-16T04:15:11.697,2024-11-21T05:36:38.350,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7106,2020
CVE-2020-7107,2020-01-16T05:15:11.843,2024-11-21T05:36:38.520,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7107,2020
CVE-2020-7108,2020-01-16T05:15:12.327,2024-11-21T05:36:38.657,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7108,2020
CVE-2020-7047,2020-01-16T21:15:12.227,2024-11-21T05:36:33.457,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7047,2020
CVE-2020-7048,2020-01-16T21:15:12.350,2024-11-21T05:36:33.617,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7048,2020
CVE-2020-7039,2020-01-16T23:15:12.190,2024-11-21T05:36:32.020,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7039,2020
CVE-2020-5398,2020-01-17T00:15:12.103,2024-11-21T05:34:04.053,security@pivotal.io,https://cvefeed.io/vuln/detail/CVE-2020-5398,2020
CVE-2020-3940,2020-01-17T18:15:13.290,2024-11-21T05:32:00.190,security@vmware.com,https://cvefeed.io/vuln/detail/CVE-2020-3940,2020
CVE-2020-6862,2020-01-17T18:15:13.353,2024-11-21T05:36:18.940,psirt@zte.com.cn,https://cvefeed.io/vuln/detail/CVE-2020-6862,2020
CVE-2020-5397,2020-01-17T19:15:14.727,2024-11-21T05:34:03.850,security@pivotal.io,https://cvefeed.io/vuln/detail/CVE-2020-5397,2020
CVE-2020-7104,2020-01-17T23:15:13.050,2024-11-21T05:36:38.073,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7104,2020
CVE-2020-7222,2020-01-18T00:15:12.357,2024-11-21T05:36:51.823,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7222,2020
CVE-2020-7227,2020-01-18T19:15:11.167,2024-11-21T05:36:52.353,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7227,2020
CVE-2020-7231,2020-01-19T20:15:11.887,2024-11-21T05:36:52.810,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7231,2020
CVE-2020-7232,2020-01-19T20:15:11.983,2024-11-21T05:36:52.947,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7232,2020
CVE-2020-7233,2020-01-19T20:15:12.043,2024-11-21T05:36:53.087,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7233,2020
CVE-2020-7234,2020-01-19T21:15:10.943,2024-11-21T05:36:53.223,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7234,2020
CVE-2020-7235,2020-01-19T21:15:11.023,2024-11-21T05:36:53.360,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7235,2020
CVE-2020-7236,2020-01-19T21:15:11.100,2024-11-21T05:36:53.493,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7236,2020
CVE-2020-7237,2020-01-20T05:15:11.687,2024-11-21T05:36:53.633,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7237,2020
CVE-2020-7215,2020-01-20T06:15:11.877,2024-11-21T05:36:50.780,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7215,2020
CVE-2020-7240,2020-01-20T20:15:11.317,2024-11-21T05:36:54.123,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7240,2020
CVE-2020-7241,2020-01-20T20:15:11.457,2024-11-21T05:36:54.273,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7241,2020
CVE-2020-7242,2020-01-20T22:15:11.003,2024-11-21T05:36:54.417,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7242,2020
CVE-2020-7243,2020-01-20T22:15:11.063,2024-11-21T05:36:54.557,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7243,2020
CVE-2020-7244,2020-01-20T22:15:11.127,2024-11-21T05:36:54.693,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7244,2020
CVE-2020-7249,2020-01-21T01:15:10.947,2024-11-21T05:36:55.483,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7249,2020
CVE-2020-7239,2020-01-21T05:15:11.337,2024-11-21T05:36:53.983,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7239,2020
CVE-2020-7246,2020-01-21T14:15:13.733,2024-11-21T05:36:54.980,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7246,2020
CVE-2020-7470,2020-01-21T15:15:12.303,2024-11-21T05:37:12.530,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7470,2020
CVE-2020-6857,2020-01-21T17:15:12.457,2024-11-21T05:36:18.277,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-6857,2020
CVE-2020-7211,2020-01-21T17:15:12.580,2024-11-21T05:36:50.330,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7211,2020
CVE-2020-7213,2020-01-21T17:15:12.800,2024-11-21T05:36:50.620,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7213,2020
CVE-2020-7229,2020-01-21T17:15:12.863,2024-11-21T05:36:52.667,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7229,2020
CVE-2020-5202,2020-01-21T18:15:13.060,2024-11-21T05:33:40.100,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-5202,2020
CVE-2020-1840,2020-01-21T19:15:14.020,2024-11-21T05:11:28.303,psirt@huawei.com,https://cvefeed.io/vuln/detail/CVE-2020-1840,2020
CVE-2020-6849,2020-01-21T19:15:14.130,2024-11-21T05:36:17.337,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-6849,2020
CVE-2020-6638,2020-01-21T20:15:14.387,2024-11-21T05:36:04.707,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-6638,2020
CVE-2020-5498,2020-01-21T21:15:16.380,2023-11-07T03:24:04.453,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-5498,2020
CVE-2020-7040,2020-01-21T21:15:16.443,2024-11-21T05:36:32.217,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7040,2020
CVE-2020-7594,2020-01-21T22:15:16.103,2024-11-21T05:37:26.317,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7594,2020
CVE-2020-1788,2020-01-21T23:15:13.647,2024-11-21T05:11:22.947,psirt@huawei.com,https://cvefeed.io/vuln/detail/CVE-2020-1788,2020
CVE-2020-7595,2020-01-21T23:15:13.867,2024-11-21T05:37:26.453,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7595,2020
CVE-2020-6959,2020-01-22T15:15:11.270,2024-11-21T05:36:23.380,ics-cert@hq.dhs.gov,https://cvefeed.io/vuln/detail/CVE-2020-6959,2020
CVE-2020-6960,2020-01-22T15:15:11.617,2024-11-21T05:36:23.483,ics-cert@hq.dhs.gov,https://cvefeed.io/vuln/detail/CVE-2020-6960,2020
CVE-2020-7228,2020-01-22T15:15:11.677,2024-11-21T05:36:52.510,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7228,2020
CVE-2020-7109,2020-01-22T17:15:11.617,2024-11-21T05:36:38.807,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7109,2020
CVE-2020-5221,2020-01-22T19:15:13.127,2024-11-21T05:33:42.463,security-advisories@github.com,https://cvefeed.io/vuln/detail/CVE-2020-5221,2020
CVE-2020-7915,2020-01-22T23:15:10.493,2024-11-21T05:38:00.157,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7915,2020
CVE-2020-5223,2020-01-23T02:15:13.423,2024-11-21T05:33:42.673,security-advisories@github.com,https://cvefeed.io/vuln/detail/CVE-2020-5223,2020
CVE-2020-5216,2020-01-23T03:15:10.683,2024-11-21T05:33:41.870,security-advisories@github.com,https://cvefeed.io/vuln/detail/CVE-2020-5216,2020
CVE-2020-5217,2020-01-23T03:15:10.793,2024-11-21T05:33:41.997,security-advisories@github.com,https://cvefeed.io/vuln/detail/CVE-2020-5217,2020
CVE-2020-7210,2020-01-23T13:15:12.073,2024-11-21T05:36:50.190,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7210,2020
CVE-2020-6843,2020-01-23T15:15:14.207,2024-11-21T05:36:16.663,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-6843,2020
CVE-2020-7931,2020-01-23T15:15:14.457,2024-11-21T05:38:02.000,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7931,2020
CVE-2020-7220,2020-01-23T18:15:14.930,2024-11-21T05:36:51.520,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7220,2020
CVE-2020-7936,2020-01-23T21:15:13.210,2024-11-21T05:38:02.600,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7936,2020
CVE-2020-7937,2020-01-23T21:15:13.270,2024-11-21T05:38:02.787,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7937,2020
CVE-2020-7938,2020-01-23T21:15:13.333,2024-11-21T05:38:02.940,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7938,2020
CVE-2020-7939,2020-01-23T21:15:13.397,2024-11-21T05:38:03.090,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7939,2020
CVE-2020-7940,2020-01-23T21:15:13.507,2024-11-21T05:38:03.233,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7940,2020
CVE-2020-7941,2020-01-23T21:15:13.583,2024-11-21T05:38:03.387,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7941,2020
CVE-2020-6007,2020-01-23T22:15:10.277,2024-11-21T05:34:58.290,cve@checkpoint.com,https://cvefeed.io/vuln/detail/CVE-2020-6007,2020
CVE-2020-7245,2020-01-23T23:15:11.597,2024-11-21T05:36:54.840,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7245,2020
CVE-2020-7226,2020-01-24T15:15:14.093,2024-11-21T05:36:52.113,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7226,2020
CVE-2020-5219,2020-01-24T16:15:11.473,2024-11-21T05:33:42.230,security-advisories@github.com,https://cvefeed.io/vuln/detail/CVE-2020-5219,2020
CVE-2020-6961,2020-01-24T17:15:13.030,2024-11-21T05:36:23.590,ics-cert@hq.dhs.gov,https://cvefeed.io/vuln/detail/CVE-2020-6961,2020
CVE-2020-6962,2020-01-24T17:15:13.127,2024-11-21T05:36:23.703,ics-cert@hq.dhs.gov,https://cvefeed.io/vuln/detail/CVE-2020-6962,2020
CVE-2020-6963,2020-01-24T17:15:13.220,2024-11-21T05:36:23.820,ics-cert@hq.dhs.gov,https://cvefeed.io/vuln/detail/CVE-2020-6963,2020
CVE-2020-6964,2020-01-24T17:15:13.297,2024-11-21T05:36:23.927,ics-cert@hq.dhs.gov,https://cvefeed.io/vuln/detail/CVE-2020-6964,2020
CVE-2020-6965,2020-01-24T18:15:12.647,2024-11-21T05:36:24.030,ics-cert@hq.dhs.gov,https://cvefeed.io/vuln/detail/CVE-2020-6965,2020
CVE-2020-6966,2020-01-24T18:15:12.723,2024-11-21T05:36:24.143,ics-cert@hq.dhs.gov,https://cvefeed.io/vuln/detail/CVE-2020-6966,2020
CVE-2020-5224,2020-01-24T20:15:10.720,2024-11-21T05:33:42.787,security-advisories@github.com,https://cvefeed.io/vuln/detail/CVE-2020-5224,2020
CVE-2020-7052,2020-01-24T20:15:10.970,2024-11-21T05:36:34.220,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7052,2020
CVE-2020-7964,2020-01-24T20:15:11.050,2024-11-21T05:38:06.100,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7964,2020
CVE-2020-5225,2020-01-24T21:15:14.987,2024-11-21T05:33:42.910,security-advisories@github.com,https://cvefeed.io/vuln/detail/CVE-2020-5225,2020
CVE-2020-5226,2020-01-24T22:15:23.020,2024-11-21T05:33:43.023,security-advisories@github.com,https://cvefeed.io/vuln/detail/CVE-2020-5226,2020
CVE-2020-7596,2020-01-25T19:15:12.570,2024-11-21T05:37:26.687,report@snyk.io,https://cvefeed.io/vuln/detail/CVE-2020-7596,2020
CVE-2020-7980,2020-01-25T19:15:12.667,2024-11-21T05:38:08.140,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7980,2020
CVE-2020-7981,2020-01-25T20:15:09.813,2024-11-21T05:38:08.280,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7981,2020
CVE-2020-3115,2020-01-26T05:15:17.193,2024-11-21T05:30:21.387,psirt@cisco.com,https://cvefeed.io/vuln/detail/CVE-2020-3115,2020
CVE-2020-3121,2020-01-26T05:15:17.397,2024-11-21T05:30:22.217,psirt@cisco.com,https://cvefeed.io/vuln/detail/CVE-2020-3121,2020
CVE-2020-3129,2020-01-26T05:15:17.477,2024-11-21T05:30:23.160,psirt@cisco.com,https://cvefeed.io/vuln/detail/CVE-2020-3129,2020
CVE-2020-3131,2020-01-26T05:15:17.570,2024-11-21T05:30:23.407,psirt@cisco.com,https://cvefeed.io/vuln/detail/CVE-2020-3131,2020
CVE-2020-3134,2020-01-26T05:15:17.647,2024-11-21T05:30:23.777,psirt@cisco.com,https://cvefeed.io/vuln/detail/CVE-2020-3134,2020
CVE-2020-3136,2020-01-26T05:15:17.757,2024-11-21T05:30:24.007,psirt@cisco.com,https://cvefeed.io/vuln/detail/CVE-2020-3136,2020
CVE-2020-3139,2020-01-26T05:15:17.850,2024-11-21T05:30:24.350,psirt@cisco.com,https://cvefeed.io/vuln/detail/CVE-2020-3139,2020
CVE-2020-3142,2020-01-26T05:15:17.990,2024-11-21T05:30:24.740,psirt@cisco.com,https://cvefeed.io/vuln/detail/CVE-2020-3142,2020
CVE-2020-7984,2020-01-26T21:15:10.387,2024-11-21T05:38:08.713,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7984,2020
CVE-2020-7989,2020-01-26T22:15:10.193,2024-11-21T05:38:09.020,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7989,2020
CVE-2020-7990,2020-01-26T22:15:10.270,2024-11-21T05:38:09.163,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7990,2020
CVE-2020-7991,2020-01-26T22:15:10.350,2024-11-21T05:38:09.297,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7991,2020
CVE-2020-7994,2020-01-26T23:15:10.507,2024-11-21T05:38:09.573,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7994,2020
CVE-2020-7995,2020-01-26T23:15:10.587,2024-11-21T05:38:09.720,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7995,2020
CVE-2020-7996,2020-01-26T23:15:10.663,2024-11-21T05:38:09.857,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7996,2020
CVE-2020-7999,2020-01-27T01:15:08.247,2024-11-21T05:38:11.250,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7999,2020
CVE-2020-8000,2020-01-27T01:15:08.293,2024-11-21T05:38:11.387,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-8000,2020
CVE-2020-8001,2020-01-27T01:15:08.340,2024-11-21T05:38:11.523,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-8001,2020
CVE-2020-8002,2020-01-27T05:15:12.967,2024-11-21T05:38:11.653,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-8002,2020
CVE-2020-8003,2020-01-27T05:15:13.063,2024-11-21T05:38:11.800,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-8003,2020
CVE-2020-5520,2020-01-27T10:15:11.870,2024-11-21T05:34:12.207,vultures@jpcert.or.jp,https://cvefeed.io/vuln/detail/CVE-2020-5520,2020
CVE-2020-5521,2020-01-27T10:15:12.183,2024-11-21T05:34:12.320,vultures@jpcert.or.jp,https://cvefeed.io/vuln/detail/CVE-2020-5521,2020
CVE-2020-5522,2020-01-27T10:15:12.277,2024-11-21T05:34:12.430,vultures@jpcert.or.jp,https://cvefeed.io/vuln/detail/CVE-2020-5522,2020
CVE-2020-8009,2020-01-27T14:15:11.217,2024-11-21T05:38:12.537,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-8009,2020
CVE-2020-7238,2020-01-27T17:15:12.277,2024-11-21T05:36:53.793,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7238,2020
CVE-2020-7949,2020-01-27T17:15:12.340,2024-11-21T05:38:04.270,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7949,2020
CVE-2020-7950,2020-01-27T17:15:12.433,2024-11-21T05:38:04.420,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7950,2020
CVE-2020-7951,2020-01-27T17:15:12.527,2024-11-21T05:38:04.557,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7951,2020
CVE-2020-7952,2020-01-27T17:15:12.573,2024-11-21T05:38:04.690,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7952,2020
CVE-2020-5207,2020-01-27T20:15:10.980,2024-11-21T05:33:40.807,security-advisories@github.com,https://cvefeed.io/vuln/detail/CVE-2020-5207,2020
CVE-2020-8087,2020-01-27T20:15:11.073,2024-11-21T05:38:16.487,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-8087,2020
CVE-2020-8088,2020-01-27T20:15:11.167,2024-11-21T05:38:16.627,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-8088,2020
CVE-2020-5218,2020-01-27T21:15:11.307,2024-11-21T05:33:42.113,security-advisories@github.com,https://cvefeed.io/vuln/detail/CVE-2020-5218,2020
CVE-2020-5220,2020-01-27T21:15:11.430,2024-11-21T05:33:42.347,security-advisories@github.com,https://cvefeed.io/vuln/detail/CVE-2020-5220,2020
CVE-2020-8090,2020-01-27T22:15:11.267,2024-11-21T05:38:16.900,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-8090,2020
CVE-2020-8091,2020-01-27T22:15:11.343,2024-11-21T05:38:17.040,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-8091,2020
CVE-2020-0548,2020-01-28T01:15:12.270,2024-11-21T04:53:43.157,secure@intel.com,https://cvefeed.io/vuln/detail/CVE-2020-0548,2020
CVE-2020-0549,2020-01-28T01:15:12.330,2024-11-21T04:53:43.803,secure@intel.com,https://cvefeed.io/vuln/detail/CVE-2020-0549,2020
CVE-2020-1928,2020-01-28T01:15:12.410,2024-11-21T05:11:37.783,security@apache.org,https://cvefeed.io/vuln/detail/CVE-2020-1928,2020
CVE-2020-1932,2020-01-28T01:15:12.473,2024-11-21T05:11:38.277,security@apache.org,https://cvefeed.io/vuln/detail/CVE-2020-1932,2020
CVE-2020-1933,2020-01-28T01:15:12.550,2024-11-21T05:11:38.387,security@apache.org,https://cvefeed.io/vuln/detail/CVE-2020-1933,2020
CVE-2020-7997,2020-01-28T05:15:11.447,2024-11-21T05:38:10.003,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7997,2020
CVE-2020-7998,2020-01-28T05:15:11.523,2024-11-21T05:38:11.003,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7998,2020
CVE-2020-5523,2020-01-28T06:15:12.353,2024-11-21T05:34:12.540,vultures@jpcert.or.jp,https://cvefeed.io/vuln/detail/CVE-2020-5523,2020
CVE-2020-7799,2020-01-28T13:15:12.560,2024-11-21T05:37:49.397,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7799,2020
CVE-2020-7934,2020-01-28T14:15:14.943,2024-11-21T05:38:02.303,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7934,2020
CVE-2020-1940,2020-01-28T17:15:12.193,2024-11-21T05:11:39.760,security@apache.org,https://cvefeed.io/vuln/detail/CVE-2020-1940,2020
CVE-2020-8086,2020-01-28T17:15:12.460,2024-11-21T05:38:16.343,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-8086,2020
CVE-2020-5209,2020-01-28T18:15:11.087,2024-11-21T05:33:41.063,security-advisories@github.com,https://cvefeed.io/vuln/detail/CVE-2020-5209,2020
CVE-2020-5210,2020-01-28T18:15:11.230,2024-11-21T05:33:41.177,security-advisories@github.com,https://cvefeed.io/vuln/detail/CVE-2020-5210,2020
CVE-2020-5212,2020-01-28T18:15:11.337,2024-11-21T05:33:41.413,security-advisories@github.com,https://cvefeed.io/vuln/detail/CVE-2020-5212,2020
CVE-2020-5213,2020-01-28T18:15:11.400,2024-11-21T05:33:41.523,security-advisories@github.com,https://cvefeed.io/vuln/detail/CVE-2020-5213,2020
CVE-2020-5214,2020-01-28T18:15:11.480,2024-11-21T05:33:41.633,security-advisories@github.com,https://cvefeed.io/vuln/detail/CVE-2020-5214,2020
CVE-2020-8112,2020-01-28T18:15:11.743,2024-11-21T05:38:19.027,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-8112,2020
CVE-2020-4207,2020-01-28T19:15:14.310,2024-11-21T05:32:23.910,psirt@us.ibm.com,https://cvefeed.io/vuln/detail/CVE-2020-4207,2020
CVE-2020-5211,2020-01-28T19:15:14.437,2024-11-21T05:33:41.310,security-advisories@github.com,https://cvefeed.io/vuln/detail/CVE-2020-5211,2020
CVE-2020-8315,2020-01-28T19:15:17.500,2024-11-21T05:38:41.437,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-8315,2020
CVE-2020-8417,2020-01-28T21:15:11.903,2024-11-21T05:38:48.353,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-8417,2020
CVE-2020-8419,2020-01-28T21:15:11.997,2024-11-21T05:38:48.550,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-8419,2020
CVE-2020-8420,2020-01-28T21:15:12.077,2024-11-21T05:38:48.730,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-8420,2020
CVE-2020-8421,2020-01-28T21:15:12.123,2024-11-21T05:38:48.920,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-8421,2020
CVE-2020-5215,2020-01-28T22:15:11.090,2024-11-21T05:33:41.743,security-advisories@github.com,https://cvefeed.io/vuln/detail/CVE-2020-5215,2020
CVE-2020-5227,2020-01-28T23:15:12.670,2024-11-21T05:33:43.130,security-advisories@github.com,https://cvefeed.io/vuln/detail/CVE-2020-5227,2020
CVE-2020-8424,2020-01-28T23:15:12.780,2024-11-21T05:38:49.430,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-8424,2020
CVE-2020-8425,2020-01-28T23:15:12.843,2024-11-21T05:38:49.577,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-8425,2020
CVE-2020-8426,2020-01-28T23:15:12.907,2024-11-21T05:38:49.757,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-8426,2020
CVE-2020-8428,2020-01-29T00:15:10.953,2024-11-21T05:38:50.103,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-8428,2020
CVE-2020-7965,2020-01-29T15:15:11.070,2024-11-21T05:38:06.243,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7965,2020
CVE-2020-2099,2020-01-29T16:15:12.037,2024-11-21T05:24:37.080,jenkinsci-cert@googlegroups.com,https://cvefeed.io/vuln/detail/CVE-2020-2099,2020
CVE-2020-2100,2020-01-29T16:15:12.130,2024-11-21T05:24:37.390,jenkinsci-cert@googlegroups.com,https://cvefeed.io/vuln/detail/CVE-2020-2100,2020
CVE-2020-2101,2020-01-29T16:15:12.240,2024-11-21T05:24:37.553,jenkinsci-cert@googlegroups.com,https://cvefeed.io/vuln/detail/CVE-2020-2101,2020
CVE-2020-2102,2020-01-29T16:15:12.303,2024-11-21T05:24:37.823,jenkinsci-cert@googlegroups.com,https://cvefeed.io/vuln/detail/CVE-2020-2102,2020
CVE-2020-2103,2020-01-29T16:15:12.380,2024-11-21T05:24:38.070,jenkinsci-cert@googlegroups.com,https://cvefeed.io/vuln/detail/CVE-2020-2103,2020
CVE-2020-2104,2020-01-29T16:15:12.427,2024-11-21T05:24:38.463,jenkinsci-cert@googlegroups.com,https://cvefeed.io/vuln/detail/CVE-2020-2104,2020
CVE-2020-2105,2020-01-29T16:15:12.507,2024-11-21T05:24:38.803,jenkinsci-cert@googlegroups.com,https://cvefeed.io/vuln/detail/CVE-2020-2105,2020
CVE-2020-2106,2020-01-29T16:15:12.630,2024-11-21T05:24:39.107,jenkinsci-cert@googlegroups.com,https://cvefeed.io/vuln/detail/CVE-2020-2106,2020
CVE-2020-2107,2020-01-29T16:15:12.693,2024-11-21T05:24:39.283,jenkinsci-cert@googlegroups.com,https://cvefeed.io/vuln/detail/CVE-2020-2107,2020
CVE-2020-2108,2020-01-29T16:15:12.787,2024-11-21T05:24:39.547,jenkinsci-cert@googlegroups.com,https://cvefeed.io/vuln/detail/CVE-2020-2108,2020
CVE-2020-7247,2020-01-29T16:15:12.897,2025-04-03T19:43:07.237,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-7247,2020
CVE-2020-8416,2020-01-29T17:15:12.470,2024-11-21T05:38:47.880,cve@mitre.org,https://cvefeed.io/vuln/detail/CVE-2020-8416,2020
CVE-2020-3710,2020-01-29T19:15:13.370,2024-11-21T05:31:36.850,psirt@adobe.com,https://cvefeed.io/vuln/detail/CVE-2020-3710,2020
CVE-2020-3711,2020-01-29T19:15:13.433,2024-11-21T05:31:36.963,psirt@adobe.com,https://cvefeed.io/vuln/detail/CVE-2020-3711,2020
CVE-2020-3712,2020-01-29T19:15:13.510,2024-11-21T05:31:37.067,psirt@adobe.com,https://cvefeed.io/vuln/detail/CVE-2020-3712,2020
CVE-2020-3713,2020-01-29T19:15:13.603,2024-11-21T05:31:37.177,psirt@adobe.com,https://cvefeed.io/vuln/detail/CVE-2020-3713,2020
CVE-2020-3714,2020-01-29T19:15:13.667,2024-11-21T05:31:37.273,psirt@adobe.com,https://cvefeed.io/vuln/detail/CVE-2020-3714,2020
CVE-2020-3715,2020-01-29T19:15:13.743,2024-11-21T05:31:37.373,psirt@adobe.com,https://cvefeed.io/vuln/detail/CVE-2020-3715,2020
CVE-2020-3716,2020-01-29T19:15:13.823,2024-11-21T05:31:37.480,psirt@adobe.com,https://cvefeed.io/vuln/detail/CVE-2020-3716,2020
